Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	100	121	100
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	101	122	101
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	102	123	102
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	103	124	103
140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	104	125	104
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	105	126	105
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	106	127	106
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	107	128	107
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	108	129	108
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	109	130	109
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	110	131	110
147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	111	132	111
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	112	133	112
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	113	134	113
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	114	135	114
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	115	136	115
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	116	137	116
153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	117	138	117
154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	118	139	118
155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	119	140	119
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	120	141	120
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	121	142	121
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	122	143	122
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	123	144	123
160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	124	145	124
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	125	146	125
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	126	147	126
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	127	148	127
164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	128	149	128
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	129	150	129
166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	130	151	130
167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	131	152	131
168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	132	153	132
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	133	154	133
170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	134	155	134
171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	135	156	135
172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	136	157	136
173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	137	158	137
174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	138	159	138
175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	139	160	139
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	140	161	140
177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	141	162	141
178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	142	163	142
179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	143	164	143
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	144	165	144
181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	145	166	145
182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	146	167	146
183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	147	168	147
184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	148	169	148
185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	149	170	149
186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	150	171	150
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	151	172	151
188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	152	173	152
189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	153	174	153
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	154	175	154
191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	155	176	155
192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	156	177	156
193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	157	178	157
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	158	179	158
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	159	180	159
196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	160	181	160
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	161	182	161
198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	162	183	162
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	163	184	163
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	164	185	164
201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	165	186	165
202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	166	187	166
203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	167	188	167
204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	168	189	168
205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	169	190	169
206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	170	191	170
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	171	192	171
208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	172	193	172
209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	173	194	173
210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	174	195	174
211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	175	196	175
212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	176	197	176
213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	177	198	177
214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	178	199	178
215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	179	200	179
216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	180	201	180
217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	181	202	181
218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	182	203	182
219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	183	204	183
220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	184	205	184
221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	185	206	185
222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	186	207	186
223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	187	208	187
224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	188	209	188
225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	189	210	189
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	190	211	190
227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	191	212	191
228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	192	213	192
229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	193	214	193
230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	194	215	194
231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	195	216	195
232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	196	217	196
233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	197	218	197
234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	198	219	198
235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	199	220	199
236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	200	221	200
237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	201	222	201
238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	202	223	202
239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	203	224	203
240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	204	225	204
241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	205	226	205
242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	206	227	206
243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	207	228	207
244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	208	229	208
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	209	230	209
246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	210	231	210
247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	211	232	211
248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	212	233	212
249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	213	234	213
250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	214	235	214
251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	215	236	215
252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	216	237	216
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	217	238	217
254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	218	239	218
255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	219	240	219
256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	220	241	220
257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	221	242	221
258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	222	243	222
259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	223	244	223
260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	224	245	224
261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	225	246	225
262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	226	247	226
263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	227	248	227
264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	228	249	228
265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	229	250	229
266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	230	251	230
267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	231	252	231
268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	232	253	232
269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	233	254	233
270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	234	255	234
271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	235	256	235
272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	236	257	236
273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	237	258	237
274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	238	259	238
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	239	260	239
276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	240	261	240
277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	241	262	241
278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	242	263	242
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	243	264	243
280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	244	265	244
281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	245	266	245
282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	246	267	246
283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	247	268	247
284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	248	269	248
285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	249	270	249
286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	250	271	250
287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	251	272	251
288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	252	273	252
289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	253	274	253
290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	254	275	254
291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	255	276	255
292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	256	277	256
293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	257	278	257
294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	258	279	258
295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	259	280	259
296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	260	281	260
297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	261	282	261
298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	262	283	262
299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	263	284	263
300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	264	285	264
301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	265	286	265
302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	266	287	266
303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	267	288	267
304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	268	289	268
305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	269	290	269
306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	270	291	270
307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	271	292	271
308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	272	293	272
309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	273	294	273
310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	274	295	274
311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	275	296	275
312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	276	297	276
313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	277	298	277
314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	278	299	278
315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	279	300	279
316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	280	301	280
317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	281	302	281
318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	282	303	282
319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	283	304	283
320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	284	305	284
321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	285	306	285
322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	286	307	286
323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	287	308	287
324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	288	309	288
325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	289	310	289
326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	290	311	290
327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	291	312	291
328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	292	313	292
329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	293	314	293
330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	294	315	294
331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	295	316	295
332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	296	317	296
333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	297	318	297
334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	298	319	298
335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	299	320	299
336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	300	321	300
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	301	322	301
