Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
9.951198	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	619.6765134	-0.149312999	3.744986838	1.9125	0	0	0	0
10.050632	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	653.7256724	-0.115764102	3.9102487	1.8	0	0	0	0
10.150726	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	687.7787795	-0.039981062	4.079318063	1.6625	0	0	0	0
10.284995	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	735.4554733	0.015366103	4.3063333	1.6625	0	0	0	0
10.383068	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	769.5178163	0.159098432	4.460073688	1.8375	0	0	0	0
10.482672	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	803.5720466	0.102048277	4.642388213	1.5875	0	0	0	0
10.583124	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	837.6061746	-0.109292741	4.8151084	1.525	0	0	0	0
10.682854	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	871.656626	-0.068080391	4.993932838	1.8375	0	0	0	0
10.783584	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	905.7095876	0.078887618	5.1703659	1.6875	0	0	0	0
10.883059	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	939.7511584	0.293804915	5.342724288	1.9	0	0	0	0
10.983341	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	973.7923909	-0.097371814	5.521796325	1.8875	0	0	0	0
11.083828	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1007.853036	-0.00728366	5.71009855	1.925	0	0	0	0
11.184724	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1041.901819	0.061006226	5.874686287	1.55	0	0	0	0
11.284078	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1075.957968	0.165229194	6.038630825	1.5625	0	0	0	0
11.383445	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1110.021867	-0.028230433	6.20288645	1.6125	0	0	0	0
11.48413	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1144.073499	-0.029763124	6.384717162	1.675	0	0	0	0
11.583433	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1178.132347	0.094895721	6.55376725	1.7375	0	0	0	0
11.684046	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1212.18405	0.114480102	6.7335417	1.6875	0	0	0	0
11.784418	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1246.239475	-0.031466113	6.911185612	1.6875	0	0	0	0
11.885502	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1287.090532	-0.292534431	7.086772037	1.8875	0	0	0	0
11.986286	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1321.134125	-0.049858402	7.25301805	1.4125	0	0	0	0
12.084467	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1355.168274	-0.231907998	7.414248837	1.6875	0	0	0	0
12.18455	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1389.222487	0.063220113	7.58545625	1.7375	0	0	0	0
12.286563	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1423.269643	-0.151867483	7.770079887	1.95	0	0	0	0
12.384725	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1457.325159	0.167443081	7.929666887	1.775	0	0	0	0
12.487646	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1491.385506	-0.041513752	8.114308725	1.85	0	0	0	0
12.585731	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1525.437971	-0.015798608	8.285028612	1.5625	0	0	0	0
12.686547	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1559.483327	-0.044238536	8.457758962	1.6125	0	0	0	0
12.78479	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1593.533971	0.037845567	8.616227637	1.8875	0	0	0	0
12.884466	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1627.588723	-0.057181257	8.808751013	1.4375	0	0	0	0
12.986215	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1661.645828	0.033417793	8.973628662	1.7125	0	0	0	0
13.087442	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1695.693858	-0.146417916	9.138058138	1.7	0	0	0	0
13.186646	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.004699114	0.182926771	9.310968512	1.8125	0	0	0	0
13.286903	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.010859723	0.387115233	9.486429175	1.9375	0	0	0	0
13.386693	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-8.46E-04	-0.141663061	9.660116662	1.675	0	0	0	0
13.487166	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-5.85E-04	-0.195307236	9.835945988	1.7625	0	0	0	0
13.668565	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.009320416	0.017055577	9.92894675	1.95	0	0	0	0
13.768782	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.014499929	-0.303617379	10.33492998	1.925	0	0	0	0
13.868003	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.023610594	-0.235497792	10.50446934	1.8625	0	0	0	0
13.96762	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.029886228	-0.112031041	10.67112546	2.0375	0	0	0	0
14.069974	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.022233676	0.302476647	10.84828979	1.9375	0	0	0	0
14.169936	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.016073067	0.177136606	11.01819654	1.3625	0	0	0	0
14.268872	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.019222724	0.036129061	11.18809259	1.625	0	0	0	0
14.368217	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.021983327	0.015182288	11.36884147	1.9875	0	0	0	0
14.468756	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.041354907	-0.1682297	11.53858369	1.6625	0	0	0	0
14.569128	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.03750495	0.184118864	11.7191217	2.1	0	0	0	0
14.669563	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.029520854	-0.061281948	11.89807981	1.9125	0	0	0	0
14.7704	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.033042652	0.163853287	12.0765802	1.65	0	0	0	0
14.869763	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.024080843	0.10884672	12.25012915	1.8	0	0	0	0
14.969958	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.028451797	-0.193263648	12.42473146	1.6625	0	0	0	0
15.071437	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.040542965	0.001047474	12.59803134	1.6	0	0	0	0
15.171736	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.023370394	0.322061028	12.76822814	1.9375	0	0	0	0
15.272191	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.025748707	0.039364742	12.94630016	1.3125	0	0	0	0
15.371817	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.023373777	0.172879132	13.1323996	1.8125	0	0	0	0
15.473496	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.031137972	0.052307463	13.29946133	1.7375	0	0	0	0
15.571977	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.035583354	-0.045444144	13.46320079	1.8	0	0	0	0
15.672455	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.027900354	0.198764575	13.64251155	1.8125	0	0	0	0
15.774135	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.026188509	0.101694164	13.81850653	1.7375	0	0	0	0
15.87164	0	0	0	0	0	0	0.625	2	0.75	0.125	1	0.5	-0.007997628	0.122640937	13.98220191	1.5625	0	0	0	0
15.971515	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.004208566	-0.191901257	14.15592378	1.7375	0	0	0	0
16.071379	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.002300502	0.020802154	14.33673541	1.725	0	0	0	0
16.171191	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.012676443	-0.145239339	14.50303555	1.525	0	0	0	0
16.271994	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.008968575	0.130474689	14.66621749	1.55	0	0	0	0
16.372701	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.001268659	-0.086486196	14.84994774	1.8125	0	0	0	0
16.472539	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.001102888	0.087559349	15.01578201	1.7125	0	0	0	0
16.572607	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.004502894	0.187865441	15.18828033	1.4625	0	0	0	0
16.672668	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.005514439	-0.073884072	15.35775844	1.6125	0	0	0	0
16.772422	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.007655935	-0.133318412	15.54163075	1.825	0	0	0	0
16.87275	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.001938511	-0.231070019	15.72469616	1.7375	0	0	0	0
16.972327	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.003890555	-0.024156773	15.88533066	1.5375	0	0	0	0
17.07219	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.007138323	-0.019729	16.06430413	1.95	0	0	0	0
17.172522	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.006444789	0.030509195	16.23408734	1.6875	0	0	0	0
17.273441	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.009814348	0.01824767	16.4058151	2.075	0	0	0	0
17.373169	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.002215925	-0.051574907	16.57994377	1.675	0	0	0	0
17.473104	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.002899309	-0.022794382	16.75334682	1.775	0	0	0	0
17.574319	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-2.06E-04	-0.125825257	16.92678677	1.4625	0	0	0	0
17.680457	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.010551862	-0.027051856	17.11135982	1.9875	0	0	0	0
17.774293	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.011604003	-0.365946801	17.27867971	1.725	0	0	0	0
17.874229	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.00815325	-0.004572392	17.44716091	1.725	0	0	0	0
17.973955	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.001749058	0.034766669	17.6242335	1.8	0	0	0	0
18.074145	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.00610648	-0.441048646	17.79678145	1.65	0	0	0	0
18.175504	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.002537318	0.346754378	0.001369379	2.025	0	0	0	0
18.27609	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.003674037	0.189057534	0.005955041	1.8	0	0	0	0
18.374791	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	1.15E-04	-0.03948368	0.011383366	1.65	0	0	0	0
18.474958	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	9.07E-04	0.030849793	0.014119098	1.7875	0	0	0	0
18.575971	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	-0.005595633	-0.127357948	0.013831315	1.65	0	0	0	0
18.676689	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.016800431	0.182756472	0.010997018	1.6625	0	0	0	0
18.776395	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.010511264	0.106121937	0.011329309	1.925	0	0	0	0
18.876097	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.018644216	-0.107432969	0.004635408	1.6375	0	0	0	0
19.080161	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.05217065	0.136264854	-0.032353005	1.5625	0	0	0	0
19.17969	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.053263389	-0.005764485	-0.029115514	1.9125	0	0	0	0
19.281902	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.042640482	0.029487401	-0.025658896	1.95	0	0	0	0
19.380542	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.051203086	0.084834566	-0.022820447	1.8625	0	0	0	0
19.480528	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.059325888	0.114296287	-0.022965054	1.975	0	0	0	0
19.580339	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.05683255	0.030849793	-0.029538068	1.7125	0	0	0	0
19.679032	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.05692051	-0.312643225	-0.027564736	1.775	0	0	0	0
19.781035	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.05976569	0.051285669	-0.027895769	1.7375	0	0	0	0
19.881915	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.068588792	-0.084612907	-0.022272209	1.8	0	0	0	0
19.982217	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.065997344	0.058608525	-0.019936115	1.8125	0	0	0	0
20.081651	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.060120915	-0.2012677	-0.018118676	1.6875	0	0	0	0
20.182419	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.065408686	0.050093576	-0.018696211	1.8	0	0	0	0
20.283683	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.065246298	-0.211315339	-0.014001355	1.7	0	0	0	0
20.414504	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.091932122	0.093179215	-0.016881707	1.625	0	0	0	0
20.482358	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.090616099	-0.107603268	-0.014760981	1.775	0	0	0	0
20.582027	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.101739703	0.091987123	-0.010932313	2.0375	0	0	0	0
20.681839	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.11627008	0.145801596	-0.008095733	1.5625	0	0	0	0
20.782143	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.106503095	0.162150297	-0.007215467	1.75	0	0	0	0
20.883459	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.115857343	-0.041697567	-0.007647408	1.5875	0	0	0	0
20.983669	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.103502294	0.058097628	-0.008925013	1.6375	0	0	0	0
21.081359	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.116851972	0.289023028	-0.003106696	1.85	0	0	0	0
21.181472	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.128090601	0.308948007	0.004669792	1.65	0	0	0	0
21.282345	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.145168445	0.137627246	0.012691601	1.8375	0	0	0	0
21.382373	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.148822184	0.009392123	0.018716758	1.5625	0	0	0	0
21.482753	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.166414258	0.276250606	0.009427642	1.6375	0	0	0	0
21.581629	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.172750788	0.086878153	0.01263912	1.6875	0	0	0	0
21.6825	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.193194809	0.208471616	0.014611879	1.725	0	0	0	0
21.782092	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.205113439	-0.034034114	0.020446996	1.625	0	0	0	0
21.881856	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.199869648	0.2277154	0.021019677	1.625	0	0	0	0
21.981272	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.194077795	0.023697237	0.01983109	1.825	0	0	0	0
22.08209	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.202011144	0.162661194	0.019548417	1.9375	0	0	0	0
22.182735	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.210526385	-0.016663619	0.020831024	1.7375	0	0	0	0
22.282397	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.206713641	0.220903441	0.023283947	1.75	0	0	0	0
22.382272	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.189855698	-0.239414668	0.021376057	2.125	0	0	0	0
22.482902	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.194598792	0.228907493	0.019903111	1.6375	0	0	0	0
22.583583	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.197332329	0.098799081	0.01476209	1.7125	0	0	0	0
22.683174	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.191753612	-0.059749258	0.01282511	2.1125	0	0	0	0
22.783875	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.218074062	0.306563822	0.005862987	1.4375	0	0	0	0
22.884505	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.21432898	-0.150688906	0.005210277	1.7125	0	0	0	0
22.984208	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.203509854	-0.07252168	0.004909269	1.5375	0	0	0	0
23.097518	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.200708654	-0.150859205	0.007252738	1.875	0	0	0	0
23.190898	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.196259889	0.201659658	0.011167908	1.8	0	0	0	0
23.292688	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.206771154	-0.005423887	0.015016509	2.025	0	0	0	0
23.391165	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.219444214	0.190590225	0.020193384	1.75	0	0	0	0
23.491813	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.224647408	0.068485865	0.019601307	1.525	0	0	0	0
23.591093	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.226985124	-0.035396505	0.024195265	1.875	0	0	0	0
23.690969	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.223527605	0.158574019	0.019333344	1.7375	0	0	0	0
23.791659	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.22704602	0.120086452	0.019571823	1.3625	0	0	0	0
23.891173	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.229891199	0.054351051	0.016698861	1.65	0	0	0	0
23.991499	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.213033256	-0.043230258	0.020851632	1.7375	0	0	0	0
24.09112	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.208175137	-0.17981003	0.025328901	2.0625	0	0	0	0
24.190948	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.219312273	0.058608525	0.030293706	1.825	0	0	0	0
24.291624	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.222170985	0.05281836	0.024294443	1.6375	0	0	0	0
24.392959	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.226010794	-0.073202876	0.025843206	1.8375	0	0	0	0
24.491213	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.213320818	-0.197691421	0.02406448	1.9	0	0	0	0
24.593027	0	0	0	0	0	0	0.625	2	0.625	0.125	1	0.5	0.233213395	0.034426071	0.027255143	1.7875	0	0	0	0
24.692668	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.236349521	-0.024837969	0.026826653	1.7375	0	0	0	0
24.793064	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.231488018	-0.050042216	0.030683524	1.8	0	0	0	0
24.89356	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.242209035	0.001047474	0.037743063	1.8375	0	0	0	0
24.993635	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.245010234	0.046346999	0.038339074	1.9125	0	0	0	0
25.093362	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.247067154	-0.038461887	0.039761893	1.775	0	0	0	0
25.192989	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.241691422	0.153805648	0.04319583	1.825	0	0	0	0
25.293668	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.234904941	-0.023475578	0.048379357	2.1875	0	0	0	0
25.393348	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.215208583	-0.123441072	0.050061031	1.675	0	0	0	0
25.492949	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.204396224	-0.14506904	0.056265655	1.8125	0	0	0	0
25.593575	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.212383702	0.222947029	0.057904151	1.85	0	0	0	0
25.698868	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.210986486	-0.136554092	0.059699889	1.725	0	0	0	0
25.98735	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.223233276	0.190419926	0.007501202	1.4625	0	0	0	0
26.088433	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.218189087	-0.147623525	0.002081157	1.6	0	0	0	0
26.189168	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.221250784	0.067464071	0.004067401	1.425	0	0	0	0
26.288711	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.21982312	0.02471903	0.012064135	1.6	0	0	0	0
26.389138	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.231515083	0.114296287	0.011066284	1.7125	0	0	0	0
26.489871	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.231914288	0.003601958	0.017443245	1.925	0	0	0	0
26.587945	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.235994296	-0.064006732	0.018900852	1.4125	0	0	0	0
26.692935	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.242574408	0.238784833	0.017747551	1.95	0	0	0	0
26.788238	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.247185562	0.02812501	0.019273343	1.55	0	0	0	0
26.88887	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.251559899	0.111230906	0.020677663	1.6625	0	0	0	0
26.991722	-0.281102362	-0.281102362	-0.281102362	-0.09296875	-0.09296875	-0.09296875	0.625	2	0.625	0.125	1	0.5	0.24865044	-0.02466767	0.022739555	1.7625	0	0	0	0
27.089539	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.25955076	0.224650018	0.031036953	1.6625	0	0	0	0
27.191088	-0.27992126	-0.27992126	-0.27992126	-0.092578125	-0.092578125	-0.092578125	0.625	2	0.625	0.125	1	0.5	0.264490074	0.097606988	0.036412847	1.7125	0	0	0	0
